"Series Key",EBA.US48-ALL.D.H
"Series Name","EBA.US48-ALL.D.H, hourly"
Units,megawatthours
Frequency,H
"Start Date",20231102T20
"End Date",20230408T13
Source,"EIA, U.S. Energy Information Administration"

20230629T06,481590
20230629T05,511485
20230629T04,544343
20230629T03,577453
20230629T02,605081
20230629T01,624977
20230629T00,640020
20230628T23,649407
20230628T22,649797
20230628T21,641326
20230628T20,628988
20230628T19,614352
20230628T18,593782
20230628T17,570203
20230628T16,544522
20230628T15,517587
20230628T14,492101
20230628T13,469221
20230628T12,449194
20230628T11,433121
20230628T10,426598
20230628T09,423759
20230628T08,432303
20230628T07,448519
20230628T06,469960
20230628T05,497119
20230628T04,528700
20230628T03,562171
20230628T02,587737
20230628T01,605717
20230628T00,618983
20230627T23,626687
20230627T22,627508
20230627T21,621352
20230627T20,613509
20230627T19,600450
20230627T18,583570
20230627T17,562651
20230627T16,539630
20230627T15,514779
20230627T14,491042
20230627T13,470282
20230627T12,449776
20230627T11,434167
20230627T10,425200
20230627T09,424635
20230627T08,434068
20230627T07,448431
20230627T06,472000
20230627T05,499904
20230627T04,531664
20230627T03,564980
20230627T02,592911
20230627T01,612745
20230627T00,627264
20230626T23,636027
20230626T22,636635
20230626T21,629576
20230626T20,619814
20230626T19,606416
20230626T18,590760
20230626T17,570632
20230626T16,545655
20230626T15,518012
20230626T14,491511
20230626T13,467973
20230626T12,446706
20230626T11,430314
20230626T10,419146
20230626T09,416497
20230626T08,424332
20230626T07,437420
20230626T06,458172
20230626T05,483289
20230626T04,512935
20230626T03,542594
20230626T02,565347
20230626T01,582238
20230626T00,596248
20230625T23,604628
20230625T22,605312
20230625T21,598437
20230625T20,587364
20230625T19,574516
20230625T18,558534
20230625T17,536935
20230625T16,508313
20230625T15,478726
20230625T14,449405
20230625T13,421245
20230625T12,401722
20230625T11,396360
20230625T10,399133
20230625T09,406267
20230625T08,418996
20230625T07,433756
20230625T06,455432
20230625T05,480643
20230625T04,508719
20230625T03,535716
20230625T02,557496
20230625T01,573724
20230625T00,588248
20230624T23,595469
20230624T22,593963
20230624T21,585168
20230624T20,573536
20230624T19,561094
20230624T18,546027
20230624T17,526694
20230624T16,501090
20230624T15,473082
20230624T14,444442
20230624T13,419424
20230624T12,401785
20230624T11,396207
20230624T10,396532
20230624T09,400882
20230624T08,409582
20230624T07,425984
20230624T06,443595
20230624T05,467434
20230624T04,494617
20230624T03,521208
20230624T02,542702
20230624T01,558130
20230624T00,572058
20230623T23,582829
20230623T22,586887
20230623T21,582039
20230623T20,574716
20230623T19,565017
20230623T18,550105
20230623T17,532390
20230623T16,511028
20230623T15,489377
20230623T14,467182
20230623T13,447476
20230623T12,429688
20230623T11,415543
20230623T10,405339
20230623T09,403295
20230623T08,410011
20230623T07,423774
20230623T06,441899
20230623T05,466681
20230623T04,493559
20230623T03,520259
20230623T02,541007
20230623T01,552841
20230623T00,563023
20230622T23,567917
20230622T22,568876
20230622T21,563465
20230622T20,555648
20230622T19,547179
20230622T18,534472
20230622T17,518861
20230622T16,500938
20230622T15,481419
20230622T14,460279
20230622T13,442145
20230622T12,424752
20230622T11,409724
20230622T10,399606
20230622T09,397457
20230622T08,404882
20230622T07,417397
20230622T06,436659
20230622T05,461296
20230622T04,488997
20230622T03,517220
20230622T02,541118
20230622T01,555883
20230622T00,567256
20230621T23,575302
20230621T22,578197
20230621T21,575756
20230621T20,568416
20230621T19,561117
20230621T18,548828
20230621T17,531890
20230621T16,513296
20230621T15,491783
20230621T14,471178
20230621T13,452718
20230621T12,436477
20230621T11,421705
20230621T10,411062
20230621T09,410641
20230621T08,418341
20230621T07,433720
20230621T06,452784
20230621T05,478124
20230621T04,507194
20230621T03,535832
20230621T02,556882
20230621T01,572546
20230621T00,584258
20230620T23,593742
20230620T22,596727
20230620T21,593210
20230620T20,586943
20230620T19,578177
20230620T18,563547
20230620T17,545479
20230620T16,524581
20230620T15,502225
20230620T14,479942
20230620T13,459271
20230620T12,441097
20230620T11,426556
20230620T10,414833
20230620T09,412729
20230620T08,419318
20230620T07,434869
20230620T06,453496
20230620T05,479009
20230620T04,508741
20230620T03,539268
20230620T02,562563
20230620T01,578669
20230620T00,591081
20230619T23,600403
20230619T22,602784
20230619T21,597078
20230619T20,589905
20230619T19,580189
20230619T18,564267
20230619T17,543027
20230619T16,518060
20230619T15,491266
20230619T14,464215
20230619T13,439703
20230619T12,419882
20230619T11,405758
20230619T10,396070
20230619T09,394340
20230619T08,397899
20230619T07,410620
20230619T06,429128
20230619T05,451017
20230619T04,478098
20230619T03,503765
20230619T02,521056
20230619T01,532216
20230619T00,543375
20230618T23,548309
20230618T22,546130
20230618T21,536591
20230618T20,523261
20230618T19,508185
20230618T18,490386
20230618T17,470121
20230618T16,447876
20230618T15,425134
20230618T14,402832
20230618T13,383923
20230618T12,372278
20230618T11,369926
20230618T10,373449
20230618T09,379408
20230618T08,390534
20230618T07,402520
20230618T06,422534
20230618T05,445941
20230618T04,472456
20230618T03,497499
20230618T02,517241
20230618T01,531243
20230618T00,544248
20230617T23,551966
20230617T22,551406
20230617T21,543468
20230617T20,530323
20230617T19,515779
20230617T18,499636
20230617T17,482803
20230617T16,464086
20230617T15,442897
20230617T14,420599
20230617T13,399748
20230617T12,385337
20230617T11,379855
20230617T10,380610
20230617T09,385561
20230617T08,396720
20230617T07,409701
20230617T06,429396
20230617T05,452644
20230617T04,479842
20230617T03,505939
20230617T02,524777
20230617T01,537510
20230617T00,551078
20230616T23,561379
20230616T22,564839
20230616T21,561996
20230616T20,558785
20230616T19,550305
20230616T18,537292
20230616T17,519014
20230616T16,498304
20230616T15,477538
20230616T14,456509
20230616T13,437555
20230616T12,420749
20230616T11,407279
20230616T10,397980
20230616T09,396428
20230616T08,404975
20230616T07,418140
20230616T06,438966
20230616T05,462812
20230616T04,491585
20230616T03,520184
20230616T02,541840
20230616T01,556107
20230616T00,568434
20230615T23,578264
20230615T22,582124
20230615T21,577166
20230615T20,567443
20230615T19,555846
20230615T18,540757
20230615T17,522148
20230615T16,501420
20230615T15,480228
20230615T14,458570
20230615T13,440104
20230615T12,422697
20230615T11,407792
20230615T10,396769
20230615T09,393879
20230615T08,399380
20230615T07,412452
20230615T06,433196
20230615T05,455146
20230615T04,481989
20230615T03,508041
20230615T02,528095
20230615T01,541161
20230615T00,553010
20230614T23,559995
20230614T22,561759
20230614T21,555983
20230614T20,547412
20230614T19,537627
20230614T18,525339
20230614T17,509643
20230614T16,492329
20230614T15,473966
20230614T14,455563
20230614T13,437555
20230614T12,419973
20230614T11,403281
20230614T10,391647
20230614T09,388270
20230614T08,393146
20230614T07,405286
20230614T06,421887
20230614T05,443576
20230614T04,469497
20230614T03,496655
20230614T02,516347
20230614T01,528015
20230614T00,538130
20230613T23,545591
20230613T22,547543
20230613T21,541497
20230613T20,532516
20230613T19,522744
20230613T18,510031
20230613T17,495732
20230613T16,480784
20230613T15,463887
20230613T14,447174
20230613T13,431075
20230613T12,414866
20230613T11,398129
20230613T10,386609
20230613T09,382704
20230613T08,387767
20230613T07,399694
20230613T06,418707
20230613T05,439575
20230613T04,466024
20230613T03,492541
20230613T02,516061
20230613T01,526162
20230613T00,536999
20230612T23,545427
20230612T22,547052
20230612T21,542873
20230612T20,535921
20230612T19,527341
20230612T18,514843
20230612T17,501976
20230612T16,488144
20230612T15,471475
20230612T14,453275
20230612T13,434467
20230612T12,415556
20230612T11,398695
20230612T10,386950
20230612T09,381715
20230612T08,385689
20230612T07,396578
20230612T06,413193
20230612T05,431344
20230612T04,455901
20230612T03,480628
20230612T02,499967
20230612T01,512006
20230612T00,521538
20230611T23,526727
20230611T22,524478
20230611T21,516728
20230611T20,507134
20230611T19,495147
20230611T18,480202
20230611T17,463743
20230611T16,442968
20230611T15,420550
20230611T14,397982
20230611T13,378193
20230611T12,364197
20230611T11,360772
20230611T10,362772
20230611T09,367172
20230611T08,375454
20230611T07,386492
20230611T06,403053
20230611T05,424120
20230611T04,448753
20230611T03,473452
20230611T02,493557
20230611T01,507547
20230611T00,522868
20230610T23,532361
20230610T22,533855
20230610T21,527201
20230610T20,515256
20230610T19,501937
20230610T18,487307
20230610T17,468805
20230610T16,447949
20230610T15,426297
20230610T14,404500
20230610T13,386076
20230610T12,373095
20230610T11,366394
20230610T10,367259
20230610T09,371091
20230610T08,379185
20230610T07,393585
20230610T06,410133
20230610T05,431980
20230610T04,457312
20230610T03,482577
20230610T02,502691
20230610T01,518684
20230610T00,534146
20230609T23,545368
20230609T22,548785
20230609T21,544084
20230609T20,535581
20230609T19,524860
20230609T18,510380
20230609T17,491857
20230609T16,473190
20230609T15,453385
20230609T14,433347
20230609T13,415924
20230609T12,400191
20230609T11,385642
20230609T10,376490
20230609T09,374048
20230609T08,379410
20230609T07,390983
20230609T06,409121
20230609T05,432708
20230609T04,456156
20230609T03,482158
20230609T02,502895
20230609T01,516133
20230609T00,527785
20230608T23,538457
20230608T22,543049
20230608T21,539353
20230608T20,531070
20230608T19,519298
20230608T18,506704
20230608T17,491070
20230608T16,473006
20230608T15,454678
20230608T14,437156
20230608T13,421240
20230608T12,405383
20230608T11,389472
20230608T10,378026
20230608T09,374086
20230608T08,379459
20230608T07,391720
20230608T06,410709
20230608T05,433729
20230608T04,458814
20230608T03,485808
20230608T02,506966
20230608T01,521999
20230608T00,533974
20230607T23,545139
20230607T22,549454
20230607T21,545805
20230607T20,537797
20230607T19,527773
20230607T18,513966
20230607T17,496818
20230607T16,478336
20230607T15,458387
20230607T14,438452
20230607T13,421682
20230607T12,405984
20230607T11,390072
20230607T10,378738
20230607T09,376448
20230607T08,381758
20230607T07,394503
20230607T06,412524
20230607T05,435853
20230607T04,462588
20230607T03,492780
20230607T02,516410
20230607T01,531315
20230607T00,544505
20230606T23,556237
20230606T22,561158
20230606T21,558359
20230606T20,550206
20230606T19,536719
20230606T18,517958
20230606T17,496837
20230606T16,476918
20230606T15,456324
20230606T14,438275
20230606T13,420762
20230606T12,404426
20230606T11,388237
20230606T10,375635
20230606T09,371758
20230606T08,377329
20230606T07,389389
20230606T06,409159
20230606T05,430401
20230606T04,458832
20230606T03,490228
20230606T02,514544
20230606T01,529338
20230606T00,542522
20230605T23,551298
20230605T22,553386
20230605T21,548486
20230605T20,539643
20230605T19,528267
20230605T18,512049
20230605T17,492387
20230605T16,472528
20230605T15,452431
20230605T14,433466
20230605T13,416517
20230605T12,400143
20230605T11,383841
20230605T10,370334
20230605T09,365024
20230605T08,371891
20230605T07,381618
20230605T06,399403
20230605T05,420946
20230605T04,447757
20230605T03,473838
20230605T02,493123
20230605T01,503853
20230605T00,513171
20230604T23,518159
20230604T22,515909
20230604T21,507354
20230604T20,495117
20230604T19,481435
20230604T18,466195
20230604T17,449768
20230604T16,430675
20230604T15,411349
20230604T14,390898
20230604T13,372194
20230604T12,358467
20230604T11,354894
20230604T10,357409
20230604T09,363482
20230604T08,373462
20230604T07,389688
20230604T06,407599
20230604T05,431750
20230604T04,458554
20230604T03,484155
20230604T02,504422
20230604T01,520107
20230604T00,536002
20230603T23,546597
20230603T22,550168
20230603T21,546603
20230603T20,537981
20230603T19,527387
20230603T18,513051
20230603T17,495066
20230603T16,472729
20230603T15,446308
20230603T14,420949
20230603T13,397482
20230603T12,379632
20230603T11,372154
20230603T10,372805
20230603T09,377920
20230603T08,388116
20230603T07,404189
20230603T06,426011
20230603T05,452966
20230603T04,482403
20230603T03,510867
20230603T02,536485
20230603T01,555728
20230603T00,574936
20230602T23,589100
20230602T22,596124
20230602T21,595014
20230602T20,587003
20230602T19,575122
20230602T18,558782
20230602T17,538180
20230602T16,514237
20230602T15,487281
20230602T14,461174
20230602T13,436971
20230602T12,415533
20230602T11,399697
20230602T10,388000
20230602T09,385694
20230602T08,391839
20230602T07,405763
20230602T06,427236
20230602T05,451978
20230602T04,478887
20230602T03,513063
20230602T02,536997
20230602T01,552457
20230602T00,567134
20230601T23,576670
20230601T22,579352
20230601T21,576191
20230601T20,566062
20230601T19,553460
20230601T18,537507
20230601T17,517916
20230601T16,496112
20230601T15,474156
20230601T14,451900
20230601T13,430190
20230601T12,410939
20230601T11,394489
20230601T10,383548
20230601T09,380295
20230601T08,385803
20230601T07,399127
20230601T06,419010
20230601T05,443898
20230601T04,467233
20230601T03,500491
20230601T02,523233
20230601T01,536664
20230601T00,549801
20230531T23,559293
20230531T22,561512
20230531T21,556137
20230531T20,546554
20230531T19,534612
20230531T18,519649
20230531T17,501325
20230531T16,483385
20230531T15,463434
20230531T14,443026
20230531T13,424534
20230531T12,407705
20230531T11,392129
20230531T10,379134
20230531T09,375715
20230531T08,381131
20230531T07,393777
20230531T06,414674
20230531T05,437087
20230531T04,464584
20230531T03,494105
20230531T02,517381
20230531T01,532335
20230531T00,544453
20230530T23,552416
20230530T22,553776
20230530T21,548401
20230530T20,538682
20230530T19,525935
20230530T18,509546
20230530T17,490399
20230530T16,470619
20230530T15,451014
20230530T14,430305
20230530T13,411249
20230530T12,393006
20230530T11,375310
20230530T10,360438
20230530T09,355599
20230530T08,358245
20230530T07,369686
20230530T06,386893
20230530T05,409005
20230530T04,435397
20230530T03,460244
20230530T02,479225
20230530T01,488731
20230530T00,496324
20230529T23,500204
20230529T22,496853
20230529T21,486712
20230529T20,474620
20230529T19,461590
20230529T18,448168
20230529T17,432395
20230529T16,413110
20230529T15,392433
20230529T14,372621
20230529T13,354596
20230529T12,343272
20230529T11,340457
20230529T10,339484
20230529T09,341057
20230529T08,347168
20230529T07,357961
20230529T06,372128
20230529T05,390592
20230529T04,412015
20230529T03,431674
20230529T02,445446
20230529T01,452204
20230529T00,459096
20230528T23,463401
20230528T22,460723
20230528T21,452863
20230528T20,442840
20230528T19,431878
20230528T18,420222
20230528T17,406400
20230528T16,391750
20230528T15,378049
20230528T14,363700
20230528T13,348407
20230528T12,337718
20230528T11,335594
20230528T10,336001
20230528T09,338999
20230528T08,345611
20230528T07,356156
20230528T06,370772
20230528T05,387473
20230528T04,407572
20230528T03,425910
20230528T02,439551
20230528T01,446646
20230528T00,452933
20230527T23,458162
20230527T22,455290
20230527T21,446803
20230527T20,437252
20230527T19,427677
20230527T18,418865
20230527T17,408622
20230527T16,397744
20230527T15,385175
20230527T14,370718
20230527T13,357712
20230527T12,347697
20230527T11,343335
20230527T10,342697
20230527T09,344800
20230527T08,351268
20230527T07,361935
20230527T06,377618
20230527T05,396826
20230527T04,418034
20230527T03,439689
20230527T02,456738
20230527T01,465980
20230527T00,476213
20230526T23,483476
20230526T22,484275
20230526T21,479270
20230526T20,473581
20230526T19,465482
20230526T18,456087
20230526T17,446709
20230526T16,436873
20230526T15,424435
20230526T14,411230
20230526T13,398691
20230526T12,386705
20230526T11,373124
20230526T10,362800
20230526T09,359058
20230526T08,362588
20230526T07,372759
20230526T06,389166
20230526T05,408836
20230526T04,431839
20230526T03,456113
20230526T02,475105
20230526T01,483425
20230526T00,490297
20230525T23,495643
20230525T22,495428
20230525T21,489908
20230525T20,482452
20230525T19,473689
20230525T18,463502
20230525T17,452016
20230525T16,440571
20230525T15,428157
20230525T14,416422
20230525T13,405964
20230525T12,394357
20230525T11,378850
20230525T10,364255
20230525T09,361374
20230525T08,365042
20230525T07,376272
20230525T06,391415
20230525T05,411952
20230525T04,436713
20230525T03,463191
20230525T02,484907
20230525T01,495756
20230525T00,505591
20230524T23,514488
20230524T22,515626
20230524T21,509520
20230524T20,500644
20230524T19,489908
20230524T18,477954
20230524T17,464917
20230524T16,451414
20230524T15,437622
20230524T14,425161
20230524T13,413364
20230524T12,399669
20230524T11,384393
20230524T10,369368
20230524T09,365152
20230524T08,369013
20230524T07,381233
20230524T06,396708
20230524T05,418568
20230524T04,445109
20230524T03,472714
20230524T02,495260
20230524T01,506381
20230524T00,514609
20230523T23,520472
20230523T22,520939
20230523T21,513901
20230523T20,503859
20230523T19,493153
20230523T18,481234
20230523T17,468466
20230523T16,454490
20230523T15,440888
20230523T14,426960
20230523T13,414014
20230523T12,400920
20230523T11,384527
20230523T10,370140
20230523T09,364894
20230523T08,369259
20230523T07,381849
20230523T06,397543
20230523T05,420212
20230523T04,446096
20230523T03,474512
20230523T02,497180
20230523T01,509245
20230523T00,516890
20230522T23,522176
20230522T22,521143
20230522T21,513306
20230522T20,502740
20230522T19,491164
20230522T18,478926
20230522T17,464807
20230522T16,451256
20230522T15,436695
20230522T14,423678
20230522T13,408815
20230522T12,393543
20230522T11,376077
20230522T10,361189
20230522T09,354412
20230522T08,356504
20230522T07,366895
20230522T06,380230
20230522T05,398847
20230522T04,422529
20230522T03,446069
20230522T02,463843
20230522T01,469084
20230522T00,471377
20230521T23,469624
20230521T22,463215
20230521T21,451366
20230521T20,440060
20230521T19,430468
20230521T18,422233
20230521T17,411374
20230521T16,399365
20230521T15,386811
20230521T14,373958
20230521T13,360731
20230521T12,349110
20230521T11,344787
20230521T10,345818
20230521T09,348975
20230521T08,355828
20230521T07,366650
20230521T06,382212
20230521T05,399114
20230521T04,419580
20230521T03,439222
20230521T02,453477
20230521T01,459492
20230521T00,463853
20230520T23,467195
20230520T22,465900
20230520T21,459557
20230520T20,452295
20230520T19,445417
20230520T18,438711
20230520T17,431168
20230520T16,420843
20230520T15,407645
20230520T14,393043
20230520T13,378424
20230520T12,365196
20230520T11,358229
20230520T10,356391
20230520T09,358555
20230520T08,366407
20230520T07,377306
20230520T06,392729
20230520T05,412173
20230520T04,435311
20230520T03,455596
20230520T02,472652
20230520T01,481756
20230520T00,490347
20230519T23,496286
20230519T22,500037
20230519T21,497090
20230519T20,491667
20230519T19,485011
20230519T18,477612
20230519T17,467171
20230519T16,455338
20230519T15,441977
20230519T14,428836
20230519T13,415148
20230519T12,400902
20230519T11,384525
20230519T10,369948
20230519T09,365778
20230519T08,370403
20230519T07,380562
20230519T06,397996
20230519T05,417813
20230519T04,442310
20230519T03,467710
20230519T02,488349
20230519T01,496933
20230519T00,501782
20230518T23,506180
20230518T22,505401
20230518T21,494844
20230518T20,488788
20230518T19,480009
20230518T18,470681
20230518T17,459550
20230518T16,447477
20230518T15,435468
20230518T14,423530
20230518T13,412150
20230518T12,400567
20230518T11,383558
20230518T10,369460
20230518T09,364466
20230518T08,368105
20230518T07,377888
20230518T06,393842
20230518T05,415620
20230518T04,441957
20230518T03,468663
20230518T02,490424
20230518T01,501398
20230518T00,507673
20230517T23,511586
20230517T22,508607
20230517T21,501060
20230517T20,493366
20230517T19,483002
20230517T18,473477
20230517T17,463687
20230517T16,451187
20230517T15,438258
20230517T14,426822
20230517T13,415948
20230517T12,403066
20230517T11,385636
20230517T10,371057
20230517T09,366992
20230517T08,371347
20230517T07,382238
20230517T06,399984
20230517T05,418990
20230517T04,446166
20230517T03,474186
20230517T02,495113
20230517T01,505378
20230517T00,511346
20230516T23,519107
20230516T22,521723
20230516T21,519092
20230516T20,512123
20230516T19,502840
20230516T18,491544
20230516T17,476702
20230516T16,461889
20230516T15,446316
20230516T14,431882
20230516T13,418602
20230516T12,403764
20230516T11,385471
20230516T10,371050
20230516T09,365501
20230516T08,369498
20230516T07,381925
20230516T06,396902
20230516T05,417827
20230516T04,442919
20230516T03,470740
20230516T02,493920
20230516T01,503994
20230516T00,509977
20230515T23,516157
20230515T22,516666
20230515T21,511199
20230515T20,505563
20230515T19,496770
20230515T18,486682
20230515T17,473215
20230515T16,458713
20230515T15,442440
20230515T14,427637
20230515T13,414029
20230515T12,399209
20230515T11,380926
20230515T10,364433
20230515T09,358157
20230515T08,360988
20230515T07,372312
20230515T06,386516
20230515T05,406704
20230515T04,430681
20230515T03,454589
20230515T02,471060
20230515T01,476576
20230515T00,478429
20230514T23,481156
20230514T22,478852
20230514T21,469837
20230514T20,460215
20230514T19,451119
20230514T18,442201
20230514T17,429646
20230514T16,415335
20230514T15,399494
20230514T14,383316
20230514T13,364817
20230514T12,350570
20230514T11,346030
20230514T10,346601
20230514T09,350047
20230514T08,358125
20230514T07,369723
20230514T06,386267
20230514T05,408362
20230514T04,430882
20230514T03,452027
20230514T02,467948
20230514T01,475001
20230514T00,480730
20230513T23,486436
20230513T22,486716
20230513T21,481069
20230513T20,474189
20230513T19,466371
20230513T18,457276
20230513T17,445692
20230513T16,432140
20230513T15,416639
20230513T14,399941
20230513T13,382277
20230513T12,369130
20230513T11,362896
20230513T10,362032
20230513T09,365035
20230513T08,372345
20230513T07,385134
20230513T06,404063
20230513T05,424647
20230513T04,449307
20230513T03,472322
20230513T02,490900
20230513T01,500422
20230513T00,509228
20230512T23,519202
20230512T22,522937
20230512T21,518571
20230512T20,512057
20230512T19,503322
20230512T18,492381
20230512T17,479918
20230512T16,466850
20230512T15,452639
20230512T14,438433
20230512T13,424243
20230512T12,408730
20230512T11,392213
20230512T10,377899
20230512T09,372043
20230512T08,376295
20230512T07,386728
20230512T06,402450
20230512T05,421615
20230512T04,445254
20230512T03,469826
20230512T02,489691
20230512T01,499500
20230512T00,505436
20230511T23,512587
20230511T22,512516
20230511T21,505876
20230511T20,496861
20230511T19,486515
20230511T18,475257
20230511T17,463990
20230511T16,453091
20230511T15,441321
20230511T14,428647
20230511T13,416732
20230511T12,403098
20230511T11,386108
20230511T10,369650
20230511T09,364026
20230511T08,366655
20230511T07,375619
20230511T06,390084
20230511T05,408383
20230511T04,431548
20230511T03,454279
20230511T02,472432
20230511T01,480875
20230511T00,486768
20230510T23,492533
20230510T22,493105
20230510T21,486862
20230510T20,479204
20230510T19,471055
20230510T18,461046
20230510T17,452174
20230510T16,442450
20230510T15,432236
20230510T14,421427
20230510T13,411002
20230510T12,398970
20230510T11,383123
20230510T10,365793
20230510T09,360462
20230510T08,363952
20230510T07,374017
20230510T06,389616
20230510T05,408942
20230510T04,432694
20230510T03,456415
20230510T02,476423
20230510T01,484900
20230510T00,491251
20230509T23,496540
20230509T22,496655
20230509T21,492560
20230509T20,486381
20230509T19,479925
20230509T18,471687
20230509T17,461383
20230509T16,450739
20230509T15,439640
20230509T14,426739
20230509T13,414576
20230509T12,402339
20230509T11,384756
20230509T10,369624
20230509T09,364086
20230509T08,367390
20230509T07,378705
20230509T06,394215
20230509T05,415372
20230509T04,438433
20230509T03,464116
20230509T02,486135
20230509T01,497529
20230509T00,504617
20230508T23,510452
20230508T22,508979
20230508T21,500590
20230508T20,491474
20230508T19,481661
20230508T18,471123
20230508T17,459653
20230508T16,448813
20230508T15,436553
20230508T14,423037
20230508T13,410703
20230508T12,396506
20230508T11,376986
20230508T10,361063
20230508T09,353785
20230508T08,355568
20230508T07,363475
20230508T06,377282
20230508T05,396001
20230508T04,415812
20230508T03,437170
20230508T02,453185
20230508T01,458302
20230508T00,459844
20230507T23,460762
20230507T22,456721
20230507T21,447660
20230507T20,439135
20230507T19,430217
20230507T18,421160
20230507T17,409689
20230507T16,398673
20230507T15,386296
20230507T14,372639
20230507T13,358116
20230507T12,347063
20230507T11,343453
20230507T10,342637
20230507T09,344271
20230507T08,349383
20230507T07,359053
20230507T06,372254
20230507T05,388034
20230507T04,406462
20230507T03,423692
20230507T02,437123
20230507T01,441927
20230507T00,443605
20230506T23,446055
20230506T22,444135
20230506T21,437588
20230506T20,430166
20230506T19,423891
20230506T18,417147
20230506T17,410524
20230506T16,402011
20230506T15,391349
20230506T14,380253
20230506T13,368285
20230506T12,358891
20230506T11,353466
20230506T10,349595
20230506T09,351257
20230506T08,356027
20230506T07,364879
20230506T06,378105
20230506T05,394139
20230506T04,413656
20230506T03,431819
20230506T02,446009
20230506T01,452115
20230506T00,454933
20230505T23,459607
20230505T22,460587
20230505T21,458313
20230505T20,454876
20230505T19,450449
20230505T18,445239
20230505T17,440458
20230505T16,434131
20230505T15,426480
20230505T14,419245
20230505T13,411576
20230505T12,402237
20230505T11,384193
20230505T10,367622
20230505T09,360488
20230505T08,360502
20230505T07,367319
20230505T06,378951
20230505T05,394210
20230505T04,413852
20230505T03,433344
20230505T02,449294
20230505T01,454164
20230505T00,453993
20230504T23,455948
20230504T22,455071
20230504T21,451929
20230504T20,447425
20230504T19,443495
20230504T18,438207
20230504T17,433502
20230504T16,429615
20230504T15,425988
20230504T14,421426
20230504T13,417914
20230504T12,409080
20230504T11,389144
20230504T10,368143
20230504T09,360225
20230504T08,360118
20230504T07,366871
20230504T06,378467
20230504T05,393625
20230504T04,413669
20230504T03,434691
20230504T02,451136
20230504T01,456016
20230504T00,455594
20230503T23,456150
20230503T22,453574
20230503T21,446876
20230503T20,442995
20230503T19,437122
20230503T18,433889
20230503T17,431876
20230503T16,428427
20230503T15,426149
20230503T14,421849
20230503T13,417911
20230503T12,408519
20230503T11,388788
20230503T10,367766
20230503T09,360425
20230503T08,359785
20230503T07,365710
20230503T06,377769
20230503T05,392742
20230503T04,412622
20230503T03,432696
20230503T02,449028
20230503T01,455140
20230503T00,454110
20230502T23,454124
20230502T22,452693
20230502T21,447603
20230502T20,442092
20230502T19,438603
20230502T18,435871
20230502T17,432525
20230502T16,430114
20230502T15,426946
20230502T14,422938
20230502T13,418102
20230502T12,408667
20230502T11,388299
20230502T10,367368
20230502T09,360072
20230502T08,360869
20230502T07,367091
20230502T06,377472
20230502T05,393024
20230502T04,412895
20230502T03,434097
20230502T02,450205
20230502T01,455799
20230502T00,455195
20230501T23,455945
20230501T22,453480
20230501T21,446934
20230501T20,442058
20230501T19,438528
20230501T18,434552
20230501T17,430488
20230501T16,426835
20230501T15,421140
20230501T14,416033
20230501T13,411107
20230501T12,400650
20230501T11,379865
20230501T10,357050
20230501T09,347207
20230501T08,346837
20230501T07,353434
20230501T06,364421
20230501T05,379201
20230501T04,397910
20230501T03,416821
20230501T02,431660
20230501T01,434051
20230501T00,431536
20230430T23,429460
20230430T22,423677
20230430T21,413969
20230430T20,406269
20230430T19,401330
20230430T18,397847
20230430T17,393690
20230430T16,387588
20230430T15,380238
20230430T14,371438
20230430T13,358646
20230430T12,346219
20230430T11,341258
20230430T10,338099
20230430T09,337945
20230430T08,341355
20230430T07,348766
20230430T06,359358
20230430T05,373749
20230430T04,391625
20230430T03,407642
20230430T02,417518
20230430T01,419907
20230430T00,416799
20230429T23,415380
20230429T22,413571
20230429T21,409715
20230429T20,407719
20230429T19,406797
20230429T18,407056
20230429T17,405983
20230429T16,402304
20230429T15,395442
20230429T14,385685
20230429T13,373217
20230429T12,359947
20230429T11,351391
20230429T10,348124
20230429T09,348503
20230429T08,353045
20230429T07,361788
20230429T06,374152
20230429T05,389879
20230429T04,408890
20230429T03,427582
20230429T02,442279
20230429T01,448285
20230429T00,450482
20230428T23,454475
20230428T22,455719
20230428T21,452257
20230428T20,447897
20230428T19,442984
20230428T18,438971
20230428T17,434550
20230428T16,431358
20230428T15,425809
20230428T14,418639
20230428T13,409793
20230428T12,397575
20230428T11,378336
20230428T10,361090
20230428T09,353943
20230428T08,355015
20230428T07,363082
20230428T06,376290
20230428T05,392604
20230428T04,412663
20230428T03,432052
20230428T02,447679
20230428T01,451745
20230428T00,448466
20230427T23,446236
20230427T22,443677
20230427T21,444946
20230427T20,435852
20230427T19,435148
20230427T18,433947
20230427T17,431779
20230427T16,430103
20230427T15,427707
20230427T14,422577
20230427T13,416891
20230427T12,406455
20230427T11,386785
20230427T10,365547
20230427T09,357602
20230427T08,359320
20230427T07,367111
20230427T06,378523
20230427T05,393666
20230427T04,413832
20230427T03,432843
20230427T02,448220
20230427T01,451124
20230427T00,447272
20230426T23,446134
20230426T22,443351
20230426T21,439152
20230426T20,437092
20230426T19,435223
20230426T18,433207
20230426T17,432175
20230426T16,431226
20230426T15,428803
20230426T14,424249
20230426T13,420298
20230426T12,410342
20230426T11,391315
20230426T10,369748
20230426T09,360553
20230426T08,361027
20230426T07,367339
20230426T06,377777
20230426T05,392194
20230426T04,411005
20230426T03,428843
20230426T02,443389
20230426T01,446239
20230426T00,440892
