"Series Key",EBA.US48-ALL.D.H
"Series Name","EBA.US48-ALL.D.H, hourly"
Units,megawatthours
Frequency,H
"Start Date",20231102T20
"End Date",20230408T13
Source,"EIA, U.S. Energy Information Administration"

20230901T13,444729
20230901T12,434360
20230901T11,422383
20230901T10,411467
20230901T09,410037
20230901T08,416828
20230901T07,431502
20230901T06,451374
20230901T05,474932
20230901T04,505382
20230901T03,538222
20230901T02,568246
20230901T01,590058
20230901T00,605703
20230831T23,616864
20230831T22,618130
20230831T21,608918
20230831T20,594091
20230831T19,578261
20230831T18,557262
20230831T17,534710
20230831T16,510180
20230831T15,488483
20230831T14,468137
20230831T13,453429
20230831T12,443485
20230831T11,431367
20230831T10,419974
20230831T09,417963
20230831T08,425647
20230831T07,441836
20230831T06,462278
20230831T05,488286
20230831T04,520347
20230831T03,552181
20230831T02,580993
20230831T01,602073
20230831T00,615031
20230830T23,624885
20230830T22,626274
20230830T21,618171
20230830T20,606448
20230830T19,591839
20230830T18,574410
20230830T17,555167
20230830T16,533401
20230830T15,512913
20230830T14,495081
20230830T13,479048
20230830T12,467838
20230830T11,453382
20230830T10,439550
20230830T09,437088
20230830T08,445183
20230830T07,459555
20230830T06,481182
20230830T05,507835
20230830T04,539285
20230830T03,571318
20230830T02,601915
20230830T01,623838
20230830T00,638652
20230829T23,648633
20230829T22,650686
20230829T21,645479
20230829T20,632677
20230829T19,616254
20230829T18,596227
20230829T17,572641
20230829T16,546573
20230829T15,521320
20230829T14,499454
20230829T13,481910
20230829T12,469470
20230829T11,455117
20230829T10,440152
20230829T09,435438
20230829T08,442201
20230829T07,457600
20230829T06,479400
20230829T05,510302
20230829T04,540568
20230829T03,571424
20230829T02,599795
20230829T01,619639
20230829T00,631557
20230828T23,640533
20230828T22,642401
20230828T21,636048
20230828T20,625392
20230828T19,610580
20230828T18,593570
20230828T17,572833
20230828T16,548271
20230828T15,523491
20230828T14,499738
20230828T13,482477
20230828T12,468370
20230828T11,453435
20230828T10,438198
20230828T09,433354
20230828T08,439701
20230828T07,453729
20230828T06,473997
20230828T05,498989
20230828T04,529451
20230828T03,561976
20230828T02,589344
20230828T01,607407
20230828T00,618554
20230827T23,627678
20230827T22,629514
20230827T21,623244
20230827T20,610813
20230827T19,595087
20230827T18,574491
20230827T17,548271
20230827T16,517443
20230827T15,486571
20230827T14,459609
20230827T13,438731
20230827T12,425758
20230827T11,425639
20230827T10,429716
20230827T09,437556
20230827T08,449973
20230827T07,467337
20230827T06,489547
20230827T05,515450
20230827T04,546026
20230827T03,575983
20230827T02,602985
20230827T01,624544
20230827T00,641879
20230826T23,656010
20230826T22,659497
20230826T21,654999
20230826T20,644382
20230826T19,631372
20230826T18,613030
20230826T17,587776
20230826T16,554912
20230826T15,522310
20230826T14,492674
20230826T13,467969
20230826T12,453402
20230826T11,450620
20230826T10,453263
20230826T09,460533
20230826T08,473488
20230826T07,491952
20230826T06,514352
20230826T05,543617
20230826T04,577496
20230826T03,610758
20230826T02,641175
20230826T01,665503
20230826T00,684967
20230825T23,700303
20230825T22,706701
20230825T21,702949
20230825T20,694619
20230825T19,682643
20230825T18,662252
20230825T17,633055
20230825T16,600883
20230825T15,567692
20230825T14,536696
20230825T13,513010
20230825T12,496839
20230825T11,485789
20230825T10,474857
20230825T09,474563
20230825T08,484481
20230825T07,502717
20230825T06,526612
20230825T05,555511
20230825T04,589448
20230825T03,625707
20230825T02,657805
20230825T01,680220
20230825T00,695326
20230824T23,706096
20230824T22,708672
20230824T21,703087
20230824T20,693273
20230824T19,677494
20230824T18,654713
20230824T17,626043
20230824T16,595325
20230824T15,563014
20230824T14,534063
20230824T13,512513
20230824T12,499814
20230824T11,487686
20230824T10,474987
20230824T09,473985
20230824T08,483378
20230824T07,501064
20230824T06,524607
20230824T05,553399
20230824T04,588580
20230824T03,624021
20230824T02,655873
20230824T01,679363
20230824T00,695023
20230823T23,706706
20230823T22,707813
20230823T21,699262
20230823T20,685415
20230823T19,668004
20230823T18,645490
20230823T17,616135
20230823T16,584688
20230823T15,552870
20230823T14,523362
20230823T13,502736
20230823T12,488887
20230823T11,476873
20230823T10,464513
20230823T09,464167
20230823T08,473027
20230823T07,490769
20230823T06,513739
20230823T05,541868
20230823T04,576474
20230823T03,611830
20230823T02,644869
20230823T01,666933
20230823T00,682743
20230822T23,695537
20230822T22,697979
20230822T21,690581
20230822T20,677352
20230822T19,661174
20230822T18,641246
20230822T17,616247
20230822T16,587106
20230822T15,556096
20230822T14,527976
20230822T13,506923
20230822T12,492925
20230822T11,482169
20230822T10,470132
20230822T09,469535
20230822T08,479154
20230822T07,497512
20230822T06,521193
20230822T05,549755
20230822T04,583037
20230822T03,619364
20230822T02,653249
20230822T01,677635
20230822T00,696494
20230821T23,710037
20230821T22,713362
20230821T21,708690
20230821T20,699613
20230821T19,685541
20230821T18,664264
20230821T17,634711
20230821T16,601771
20230821T15,565752
20230821T14,532491
20230821T13,505480
20230821T12,487408
20230821T11,473351
20230821T10,459129
20230821T09,456595
20230821T08,464744
20230821T07,480964
20230821T06,503002
20230821T05,529838
20230821T04,559517
20230821T03,593151
20230821T02,623774
20230821T01,645700
20230821T00,662330
20230820T23,672783
20230820T22,671163
20230820T21,659761
20230820T20,642871
20230820T19,620886
20230820T18,593085
20230820T17,561348
20230820T16,524100
20230820T15,487527
20230820T14,454239
20230820T13,429579
20230820T12,417424
20230820T11,416700
20230820T10,419627
20230820T09,426953
20230820T08,438508
20230820T07,454584
20230820T06,475731
20230820T05,499376
20230820T04,527935
20230820T03,556940
20230820T02,582929
20230820T01,604860
20230820T00,623177
20230819T23,635258
20230819T22,634432
20230819T21,624008
20230819T20,606772
20230819T19,585914
20230819T18,562662
20230819T17,537515
20230819T16,508019
20230819T15,477826
20230819T14,449728
20230819T13,428955
20230819T12,417242
20230819T11,414436
20230819T10,416770
20230819T09,422939
20230819T08,434985
20230819T07,451618
20230819T06,472014
20230819T05,499311
20230819T04,530708
20230819T03,562300
20230819T02,590798
20230819T01,612531
20230819T00,633368
20230818T23,649389
20230818T22,653793
20230818T21,648622
20230818T20,638213
20230818T19,623322
20230818T18,603963
20230818T17,580598
20230818T16,554222
20230818T15,526730
20230818T14,502192
20230818T13,481527
20230818T12,467319
20230818T11,456984
20230818T10,448286
20230818T09,448138
20230818T08,457379
20230818T07,474105
20230818T06,496755
20230818T05,525009
20230818T04,557940
20230818T03,592278
20230818T02,621629
20230818T01,642815
20230818T00,660009
20230817T23,671408
20230817T22,674131
20230817T21,667835
20230817T20,656303
20230817T19,642906
20230817T18,623032
20230817T17,597338
20230817T16,567105
20230817T15,533724
20230817T14,504905
20230817T13,482904
20230817T12,467813
20230817T11,454774
20230817T10,442573
20230817T09,441876
20230817T08,450709
20230817T07,467565
20230817T06,490857
20230817T05,519325
20230817T04,552879
20230817T03,589308
20230817T02,621549
20230817T01,644401
20230817T00,663152
20230816T23,674693
20230816T22,675037
20230816T21,664868
20230816T20,649817
20230816T19,630827
20230816T18,607972
20230816T17,581112
20230816T16,553299
20230816T15,525027
20230816T14,501500
20230816T13,482633
20230816T12,468254
20230816T11,455650
20230816T10,445322
20230816T09,443916
20230816T08,452476
20230816T07,469863
20230816T06,492468
20230816T05,520527
20230816T04,552763
20230816T03,586914
20230816T02,617108
20230816T01,636139
20230816T00,649773
20230815T23,659218
20230815T22,661713
20230815T21,658391
20230815T20,651219
20230815T19,640737
20230815T18,625246
20230815T17,603953
20230815T16,579060
20230815T15,551765
20230815T14,526379
20230815T13,509224
20230815T12,498057
20230815T11,489263
20230815T10,481546
20230815T09,483961
20230815T08,493886
20230815T07,509652
20230815T06,529356
20230815T05,554219
20230815T04,570478
20230815T03,605490
20230815T02,636600
20230815T01,657414
20230815T00,670769
20230814T23,680613
20230814T22,683240
20230814T21,679111
20230814T20,669879
20230814T19,656510
20230814T18,638480
20230814T17,614727
20230814T16,585780
20230814T15,556013
20230814T14,526482
20230814T13,503728
20230814T12,486662
20230814T11,474153
20230814T10,460088
20230814T09,457162
20230814T08,464981
20230814T07,480521
20230814T06,501571
20230814T05,526739
20230814T04,559649
20230814T03,592211
20230814T02,620957
20230814T01,639683
20230814T00,655053
20230813T23,665225
20230813T22,664819
20230813T21,655165
20230813T20,641406
20230813T19,624105
20230813T18,602248
20230813T17,575055
20230813T16,542551
20230813T15,509180
20230813T14,480309
20230813T13,453522
20230813T12,438370
20230813T11,437260
20230813T10,441716
20230813T09,449096
20230813T08,462155
20230813T07,479270
20230813T06,500790
20230813T05,526739
20230813T04,556903
20230813T03,588998
20230813T02,613183
20230813T01,633281
20230813T00,649802
20230812T23,660601
20230812T22,662442
20230812T21,656833
20230812T20,644408
20230812T19,629496
20230812T18,610559
20230812T17,585746
20230812T16,554782
20230812T15,521416
20230812T14,489713
20230812T13,465617
20230812T12,449147
20230812T11,446386
20230812T10,449319
20230812T09,455921
20230812T08,467720
20230812T07,484577
20230812T06,506579
20230812T05,534075
20230812T04,566633
20230812T03,598994
20230812T02,627858
20230812T01,650103
20230812T00,670105
20230811T23,683608
20230811T22,686222
20230811T21,678630
20230811T20,666538
20230811T19,650920
20230811T18,630143
20230811T17,605472
20230811T16,576491
20230811T15,546694
20230811T14,517992
20230811T13,495644
20230811T12,478773
20230811T11,465799
20230811T10,455910
20230811T09,454889
20230811T08,464049
20230811T07,480285
20230811T06,501834
20230811T05,529260
20230811T04,560668
20230811T03,594343
20230811T02,622378
20230811T01,641004
20230811T00,655602
20230810T23,664453
20230810T22,665866
20230810T21,659092
20230810T20,647415
20230810T19,633306
20230810T18,614969
20230810T17,591906
20230810T16,566950
20230810T15,541583
20230810T14,518342
20230810T13,499411
20230810T12,484647
20230810T11,470579
20230810T10,458708
20230810T09,456981
20230810T08,464618
20230810T07,480065
20230810T06,496473
20230810T05,525903
20230810T04,557713
20230810T03,592339
20230810T02,622436
20230810T01,642813
20230810T00,657096
20230809T23,667113
20230809T22,669534
20230809T21,664292
20230809T20,655043
20230809T19,639454
20230809T18,618147
20230809T17,592837
20230809T16,565981
20230809T15,538438
20230809T14,511986
20230809T13,489622
20230809T12,474296
20230809T11,460110
20230809T10,448736
20230809T09,447644
20230809T08,456163
20230809T07,471512
20230809T06,494208
20230809T05,520659
20230809T04,552514
20230809T03,586328
20230809T02,615200
20230809T01,634813
20230809T00,651371
20230808T23,661952
20230808T22,661577
20230808T21,654893
20230808T20,643295
20230808T19,629725
20230808T18,613246
20230808T17,591350
20230808T16,565960
20230808T15,539096
20230808T14,513983
20230808T13,495132
20230808T12,479847
20230808T11,465028
20230808T10,454046
20230808T09,451963
20230808T08,459426
20230808T07,475582
20230808T06,498175
20230808T05,523804
20230808T04,556371
20230808T03,589470
20230808T02,617636
20230808T01,636256
20230808T00,651649
20230807T23,662286
20230807T22,667928
20230807T21,666465
20230807T20,658745
20230807T19,648382
20230807T18,630611
20230807T17,607521
20230807T16,579959
20230807T15,549806
20230807T14,521523
20230807T13,497755
20230807T12,480988
20230807T11,467600
20230807T10,455986
20230807T09,453534
20230807T08,460433
20230807T07,474881
20230807T06,496833
20230807T05,521305
20230807T04,550454
20230807T03,580848
20230807T02,604414
20230807T01,620066
20230807T00,632913
20230806T23,639793
20230806T22,636341
20230806T21,625866
20230806T20,614039
20230806T19,598919
20230806T18,579789
20230806T17,555974
20230806T16,526570
20230806T15,495529
20230806T14,466976
20230806T13,441554
20230806T12,427287
20230806T11,426194
20230806T10,429297
20230806T09,437685
20230806T08,450564
20230806T07,469347
20230806T06,491480
20230806T05,518541
20230806T04,549649
20230806T03,579289
20230806T02,604973
20230806T01,623088
20230806T00,637365
20230805T23,645457
20230805T22,645407
20230805T21,637980
20230805T20,625451
20230805T19,610235
20230805T18,591385
20230805T17,569045
20230805T16,539650
20230805T15,508177
20230805T14,479260
20230805T13,455929
20230805T12,441012
20230805T11,438501
20230805T10,439703
20230805T09,446608
20230805T08,459499
20230805T07,477160
20230805T06,501418
20230805T05,528431
20230805T04,559551
20230805T03,591962
20230805T02,618029
20230805T01,636143
20230805T00,651610
20230804T23,663098
20230804T22,666070
20230804T21,659705
20230804T20,648470
20230804T19,635294
20230804T18,618268
20230804T17,596649
20230804T16,570583
20230804T15,542673
20230804T14,515182
20230804T13,492653
20230804T12,477057
20230804T11,465865
20230804T10,456780
20230804T09,456678
20230804T08,465656
20230804T07,482183
20230804T06,503700
20230804T05,529764
20230804T04,561353
20230804T03,594570
20230804T02,621033
20230804T01,637995
20230804T00,649308
20230803T23,658205
20230803T22,660753
20230803T21,656978
20230803T20,649551
20230803T19,637616
20230803T18,618306
20230803T17,594372
20230803T16,567352
20230803T15,537817
20230803T14,511423
20230803T13,489093
20230803T12,472949
20230803T11,462204
20230803T10,452926
20230803T09,451721
20230803T08,459561
20230803T07,476578
20230803T06,499506
20230803T05,525967
20230803T04,559413
20230803T03,593948
20230803T02,622099
20230803T01,641511
20230803T00,657307
20230802T23,667714
20230802T22,668864
20230802T21,662373
20230802T20,651273
20230802T19,635577
20230802T18,614187
20230802T17,588520
20230802T16,559832
20230802T15,529691
20230802T14,502172
20230802T13,480715
20230802T12,465287
20230802T11,454220
20230802T10,445405
20230802T09,444575
20230802T08,454512
20230802T07,471787
20230802T06,495730
20230802T05,523638
20230802T04,556618
20230802T03,592949
20230802T02,623048
20230802T01,642640
20230802T00,658465
20230801T23,669475
20230801T22,671955
20230801T21,665247
20230801T20,652348
20230801T19,636698
20230801T18,615329
20230801T17,588979
20230801T16,560312
20230801T15,530096
20230801T14,502696
20230801T13,482594
20230801T12,466162
20230801T11,455552
20230801T10,445715
20230801T09,445810
20230801T08,455012
20230801T07,471731
20230801T06,494833
20230801T05,523490
20230801T04,557632
20230801T03,593149
20230801T02,622866
20230801T01,645390
20230801T00,664688
20230731T23,677300
20230731T22,679594
20230731T21,673769
20230731T20,662787
20230731T19,647364
20230731T18,626014
20230731T17,598749
20230731T16,567901
20230731T15,536173
20230731T14,506377
20230731T13,481829
20230731T12,464479
20230731T11,451413
20230731T10,440591
20230731T09,438740
20230731T08,446402
20230731T07,463516
20230731T06,486458
20230731T05,513836
20230731T04,547266
20230731T03,580534
20230731T02,607699
20230731T01,627510
20230731T00,643858
20230730T23,651951
20230730T22,648488
20230730T21,636249
20230730T20,621634
20230730T19,604253
20230730T18,583295
20230730T17,557373
20230730T16,526660
20230730T15,494578
20230730T14,464957
20230730T13,440552
20230730T12,426767
20230730T11,426454
20230730T10,432374
20230730T09,441920
20230730T08,455786
20230730T07,474908
20230730T06,497988
20230730T05,526136
20230730T04,559754
20230730T03,593241
20230730T02,621648
20230730T01,642864
20230730T00,662490
20230729T23,675413
20230729T22,678644
20230729T21,675080
20230729T20,663379
20230729T19,647531
20230729T18,628948
20230729T17,604416
20230729T16,573274
20230729T15,537866
20230729T14,504757
20230729T13,479455
20230729T12,463986
20230729T11,462148
20230729T10,465549
20230729T09,474139
20230729T08,489212
20230729T07,510011
20230729T06,536022
20230729T05,567158
20230729T04,602622
20230729T03,637341
20230729T02,667749
20230729T01,690255
20230729T00,709905
20230728T23,724999
20230728T22,731650
20230728T21,726780
20230728T20,716924
20230728T19,702723
20230728T18,681952
20230728T17,656555
20230728T16,625291
20230728T15,588993
20230728T14,553834
20230728T13,525462
20230728T12,506061
20230728T11,494277
20230728T10,487630
20230728T09,489503
20230728T08,501623
20230728T07,522225
20230728T06,550042
20230728T05,581879
20230728T04,617804
20230728T03,655124
20230728T02,687159
20230728T01,709727
20230728T00,728261
20230727T23,739014
20230727T22,741815
20230727T21,735006
20230727T20,724464
20230727T19,708469
20230727T18,687161
20230727T17,659941
20230727T16,627090
20230727T15,590845
20230727T14,554144
20230727T13,525066
20230727T12,505246
20230727T11,491469
20230727T10,481968
20230727T09,481849
20230727T08,492900
20230727T07,512475
20230727T06,539631
20230727T05,571891
20230727T04,607489
20230727T03,643197
20230727T02,675357
20230727T01,697514
20230727T00,714910
20230726T23,725921
20230726T22,726309
20230726T21,718574
20230726T20,707191
20230726T19,690248
20230726T18,667536
20230726T17,637773
20230726T16,603244
20230726T15,568638
20230726T14,535668
20230726T13,509296
20230726T12,490077
20230726T11,475608
20230726T10,464257
20230726T09,467209
20230726T08,478693
20230726T07,498817
20230726T06,524741
20230726T05,557224
20230726T04,594925
20230726T03,632283
20230726T02,663661
20230726T01,684561
20230726T00,703618
20230725T23,714798
20230725T22,716435
20230725T21,710220
20230725T20,700640
20230725T19,685855
20230725T18,663200
20230725T17,633938
20230725T16,599141
20230725T15,563612
20230725T14,528205
20230725T13,499379
20230725T12,479420
20230725T11,464966
20230725T10,454770
20230725T09,455394
20230725T08,465832
20230725T07,484712
20230725T06,510430
20230725T05,541298
20230725T04,576475
20230725T03,613168
20230725T02,645142
20230725T01,668633
20230725T00,689054
20230724T23,702791
20230724T22,706000
20230724T21,697957
20230724T20,683583
20230724T19,665045
20230724T18,641674
20230724T17,611743
20230724T16,577884
20230724T15,543088
20230724T14,510327
20230724T13,484461
20230724T12,464842
20230724T11,450330
20230724T10,439871
20230724T09,437736
20230724T08,446343
20230724T07,462843
20230724T06,484732
20230724T05,511640
20230724T04,544138
20230724T03,576961
20230724T02,603633
20230724T01,623079
20230724T00,640057
20230723T23,649694
20230723T22,649264
20230723T21,634675
20230723T20,618625
20230723T19,599816
20230723T18,575984
20230723T17,549183
20230723T16,516435
20230723T15,482488
20230723T14,451673
20230723T13,426660
20230723T12,409963
20230723T11,407910
20230723T10,412930
20230723T09,420874
20230723T08,433116
20230723T07,450845
20230723T06,474371
20230723T05,501494
20230723T04,533836
20230723T03,564206
20230723T02,590083
20230723T01,610331
20230723T00,628066
20230722T23,637407
20230722T22,637373
20230722T21,626479
20230722T20,613846
20230722T19,597819
20230722T18,577210
20230722T17,554145
20230722T16,526422
20230722T15,496214
20230722T14,469236
20230722T13,446855
20230722T12,432445
20230722T11,429489
20230722T10,432723
20230722T09,440494
20230722T08,453751
20230722T07,472939
20230722T06,497381
20230722T05,525826
20230722T04,558967
20230722T03,592418
20230722T02,620635
20230722T01,642326
20230722T00,661582
20230721T23,674406
20230721T22,677965
20230721T21,671479
20230721T20,659548
20230721T19,645731
20230721T18,626823
20230721T17,603354
20230721T16,576953
20230721T15,546895
20230721T14,518742
20230721T13,495187
20230721T12,476973
20230721T11,465518
20230721T10,458672
20230721T09,460357
20230721T08,473199
20230721T07,493083
20230721T06,518538
20230721T05,548874
20230721T04,584646
20230721T03,621958
20230721T02,650834
20230721T01,672631
20230721T00,689982
20230720T23,701791
20230720T22,706345
20230720T21,701774
20230720T20,690782
20230720T19,675507
20230720T18,654159
20230720T17,627035
20230720T16,597159
20230720T15,562881
20230720T14,531528
20230720T13,506271
20230720T12,487790
20230720T11,474231
20230720T10,464008
20230720T09,465156
20230720T08,475440
20230720T07,493625
20230720T06,519327
20230720T05,549786
20230720T04,585636
20230720T03,620559
20230720T02,649366
20230720T01,668060
20230720T00,683800
20230719T23,691878
20230719T22,691990
20230719T21,684476
20230719T20,671746
20230719T19,654505
20230719T18,632661
20230719T17,606983
20230719T16,577769
20230719T15,547690
20230719T14,520204
20230719T13,497910
20230719T12,481732
20230719T11,469245
20230719T10,460223
20230719T09,460510
20230719T08,470937
20230719T07,489174
20230719T06,514244
20230719T05,552641
20230719T04,585375
20230719T03,618308
20230719T02,646539
20230719T01,666318
20230719T00,680716
20230718T23,691627
20230718T22,694260
20230718T21,686700
20230718T20,676548
20230718T19,661668
20230718T18,640042
20230718T17,615008
20230718T16,584407
20230718T15,551632
20230718T14,520180
20230718T13,494429
20230718T12,476851
20230718T11,462780
20230718T10,454542
20230718T09,454420
20230718T08,464878
20230718T07,484148
20230718T06,507687
20230718T05,538486
20230718T04,574512
20230718T03,610263
20230718T02,640713
20230718T01,662934
20230718T00,680901
20230717T23,691019
20230717T22,692828
20230717T21,687181
20230717T20,676361
20230717T19,660982
20230717T18,639190
20230717T17,612132
20230717T16,581871
20230717T15,548035
20230717T14,517167
20230717T13,491095
20230717T12,470595
20230717T11,456296
20230717T10,446379
20230717T09,444271
20230717T08,452689
20230717T07,468702
20230717T06,491538
20230717T05,519909
20230717T04,552109
20230717T03,582696
20230717T02,607488
20230717T01,623433
20230717T00,636404
20230716T23,641903
20230716T22,640097
20230716T21,630094
20230716T20,615771
20230716T19,601221
20230716T18,582261
20230716T17,560447
20230716T16,532986
20230716T15,503741
20230716T14,476231
20230716T13,453142
20230716T12,438799
20230716T11,437368
20230716T10,442711
20230716T09,451238
20230716T08,465078
20230716T07,483608
20230716T06,506574
20230716T05,533684
20230716T04,563923
20230716T03,594589
20230716T02,618906
20230716T01,636127
20230716T00,650631
20230715T23,659170
20230715T22,660292
20230715T21,652925
20230715T20,641223
20230715T19,625883
20230715T18,607395
20230715T17,583603
20230715T16,554024
20230715T15,521897
20230715T14,493651
20230715T13,467656
20230715T12,449793
20230715T11,444526
20230715T10,446928
20230715T09,454640
20230715T08,469041
20230715T07,488799
20230715T06,513148
20230715T05,542513
20230715T04,576206
20230715T03,610064
20230715T02,637966
20230715T01,658401
20230715T00,676026
20230714T23,688737
20230714T22,694908
20230714T21,690826
20230714T20,680760
20230714T19,665702
20230714T18,645566
20230714T17,620055
20230714T16,592735
20230714T15,563501
20230714T14,533607
20230714T13,508033
20230714T12,489073
20230714T11,476901
20230714T10,469064
20230714T09,470530
20230714T08,482236
20230714T07,501867
20230714T06,528415
20230714T05,558344
20230714T04,593828
20230714T03,630259
20230714T02,658284
20230714T01,677590
20230714T00,693801
20230713T23,703293
20230713T22,704131
20230713T21,696238
20230713T20,685131
20230713T19,669418
20230713T18,649227
20230713T17,625060
20230713T16,596140
20230713T15,564082
20230713T14,534042
20230713T13,508107
20230713T12,488941
20230713T11,474465
20230713T10,465317
20230713T09,465451
20230713T08,476476
20230713T07,495006
20230713T06,519162
20230713T05,548189
20230713T04,582237
20230713T03,620046
20230713T02,647235
20230713T01,667696
20230713T00,683344
20230712T23,690876
20230712T22,691672
20230712T21,683939
20230712T20,673786
20230712T19,659717
20230712T18,638218
20230712T17,612760
20230712T16,583327
20230712T15,549864
20230712T14,518102
20230712T13,493105
20230712T12,472947
20230712T11,458479
20230712T10,449509
20230712T09,449970
20230712T08,460226
20230712T07,478397
20230712T06,503757
20230712T05,534515
20230712T04,570446
20230712T03,606774
20230712T02,634051
20230712T01,655301
20230712T00,673516
20230711T23,682144
20230711T22,680854
20230711T21,670433
20230711T20,654607
20230711T19,636355
20230711T18,613994
20230711T17,588979
20230711T16,561541
20230711T15,531365
20230711T14,503060
20230711T13,479011
20230711T12,459419
20230711T11,444315
20230711T10,435308
20230711T09,434925
20230711T08,444035
20230711T07,461196
20230711T06,484653
20230711T05,513044
20230711T04,546958
20230711T03,582334
20230711T02,610064
20230711T01,632255
20230711T00,649321
20230710T23,658013
20230710T22,656801
20230710T21,646907
20230710T20,634068
20230710T19,618982
20230710T18,599534
20230710T17,576870
20230710T16,550348
20230710T15,523001
20230710T14,497097
20230710T13,473375
20230710T12,452756
20230710T11,435723
20230710T10,425976
20230710T09,422673
20230710T08,429669
20230710T07,444151
20230710T06,463957
20230710T05,487316
20230710T04,517743
20230710T03,547001
20230710T02,567170
20230710T01,581592
20230710T00,591660
20230709T23,595783
20230709T22,592201
20230709T21,583030
20230709T20,571607
20230709T19,559483
20230709T18,543468
20230709T17,524335
20230709T16,500103
20230709T15,474705
20230709T14,448748
20230709T13,426030
20230709T12,411547
20230709T11,408742
20230709T10,412281
20230709T09,418846
20230709T08,430035
20230709T07,445076
20230709T06,465054
20230709T05,489084
20230709T04,515952
20230709T03,542717
20230709T02,564105
20230709T01,579011
20230709T00,591537
20230708T23,598910
20230708T22,599762
20230708T21,595014
20230708T20,586788
20230708T19,577552
20230708T18,566047
20230708T17,548645
20230708T16,524025
20230708T15,495549
20230708T14,468062
20230708T13,443580
20230708T12,426878
20230708T11,420706
20230708T10,422754
20230708T09,428085
20230708T08,438816
20230708T07,456017
20230708T06,477280
20230708T05,503586
20230708T04,534806
20230708T03,563245
20230708T02,588305
20230708T01,605136
20230708T00,621540
20230707T23,634631
20230707T22,641662
20230707T21,641085
20230707T20,635788
20230707T19,625267
20230707T18,610123
20230707T17,589510
20230707T16,564664
20230707T15,535883
20230707T14,507225
20230707T13,481148
20230707T12,461235
20230707T11,446088
20230707T10,437891
20230707T09,438685
20230707T08,447669
20230707T07,464986
20230707T06,488282
20230707T05,516063
20230707T04,548922
20230707T03,582606
20230707T02,609618
20230707T01,628325
20230707T00,645234
20230706T23,656405
20230706T22,659877
20230706T21,656957
20230706T20,649489
20230706T19,640131
20230706T18,624454
20230706T17,603553
20230706T16,577205
20230706T15,546656
20230706T14,516489
20230706T13,489739
20230706T12,468646
20230706T11,452392
20230706T10,445698
20230706T09,444382
20230706T08,454384
20230706T07,472304
20230706T06,496050
20230706T05,523939
20230706T04,558417
20230706T03,592782
20230706T02,621448
20230706T01,641538
20230706T00,659770
20230705T23,670650
20230705T22,672696
20230705T21,669163
20230705T20,662584
20230705T19,652905
20230705T18,636139
20230705T17,612512
20230705T16,583675
20230705T15,550148
20230705T14,514812
20230705T13,486874
20230705T12,460182
20230705T11,442735
20230705T10,433102
20230705T09,431855
20230705T08,441628
20230705T07,458054
20230705T06,480440
20230705T05,508056
20230705T04,538626
20230705T03,563386
20230705T02,584449
20230705T01,605903
20230705T00,622879
20230704T23,633228
20230704T22,634513
20230704T21,629065
20230704T20,619243
20230704T19,607892
20230704T18,591813
20230704T17,568789
20230704T16,536462
20230704T15,501342
20230704T14,466649
20230704T13,438048
20230704T12,421126
20230704T11,416863
20230704T10,420565
20230704T09,426282
20230704T08,438871
20230704T07,456715
20230704T06,480646
20230704T05,510010
20230704T04,543205
20230704T03,574737
20230704T02,602314
20230704T01,624511
20230704T00,644535
20230703T23,657790
20230703T22,660651
20230703T21,655217
20230703T20,645530
20230703T19,631076
20230703T18,610688
20230703T17,584841
20230703T16,553321
20230703T15,519088
20230703T14,487196
20230703T13,459083
20230703T12,439908
20230703T11,428965
20230703T10,425149
20230703T09,425907
20230703T08,434907
20230703T07,451544
20230703T06,473906
20230703T05,499871
20230703T04,531725
20230703T03,562333
20230703T02,585413
20230703T01,601471
20230703T00,615418
20230702T23,622755
20230702T22,622460
20230702T21,613635
20230702T20,602308
20230702T19,588044
20230702T18,568218
20230702T17,542042
20230702T16,512289
20230702T15,481279
20230702T14,451182
20230702T13,426096
20230702T12,409269
20230702T11,408354
20230702T10,413475
20230702T09,419747
20230702T08,432077
20230702T07,449042
20230702T06,471821
20230702T05,497735
20230702T04,526596
20230702T03,553130
20230702T02,574763
20230702T01,589838
20230702T00,604305
20230701T23,614677
20230701T22,618146
20230701T21,612777
20230701T20,602626
20230701T19,589893
20230701T18,574222
20230701T17,552083
20230701T16,523626
20230701T15,492790
20230701T14,464166
20230701T13,439598
20230701T12,423994
20230701T11,419934
20230701T10,425383
20230701T09,432243
20230701T08,446576
20230701T07,466546
20230701T06,491358
20230701T05,519827
20230701T04,553220
20230701T03,586100
20230701T02,613040
20230701T01,632263
20230701T00,649167
20230630T23,659120
20230630T22,662413
20230630T21,657005
20230630T20,646609
20230630T19,633918
20230630T18,616806
20230630T17,593910
20230630T16,565561
20230630T15,534012
20230630T14,503371
20230630T13,474852
20230630T12,456637
20230630T11,443701
20230630T10,436764
20230630T09,436955
20230630T08,448837
20230630T07,465404
20230630T06,489149
20230630T05,518069
20230630T04,552088
20230630T03,586085
20230630T02,611953
20230630T01,629147
20230630T00,643919
20230629T23,653000
20230629T22,655808
20230629T21,651066
20230629T20,641829
20230629T19,629352
20230629T18,610999
20230629T17,586630
20230629T16,559695
20230629T15,530095
20230629T14,500592
20230629T13,475464
20230629T12,456482
20230629T11,441361
20230629T10,432648
20230629T09,433855
20230629T08,440436
20230629T07,457960
